STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,size_emp,Size classes in number of persons employed,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),indic_is,Information society indicator,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,DE,Germany,2023,,47.0
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_B,"Enterprises buying only basic CC services, at least one of: CC_PEM, CC_PSOFT, CC_PFIL, CC_PCPU",PC_ENT,Percentage of enterprises,DE,Germany,2021,,6.89
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_B,"Enterprises buying only basic CC services, at least one of: CC_PEM, CC_PSOFT, CC_PFIL, CC_PCPU",PC_ENT,Percentage of enterprises,DE,Germany,2023,,7.22
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_I,"Enterprises buying at most  intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM",PC_ENT,Percentage of enterprises,DE,Germany,2021,,5.11
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_I,"Enterprises buying at most  intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM",PC_ENT,Percentage of enterprises,DE,Germany,2023,,6.78
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_S,"Enterprises buying sophisticated CC services, at least one of: CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,DE,Germany,2021,,26.28
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_S,"Enterprises buying sophisticated CC services, at least one of: CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,DE,Germany,2023,,31.15
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_SI,"Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,DE,Germany,2021,,31.83
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_SI,"Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,DE,Germany,2023,,38.5
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,DE,Germany,2014,,26.84
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,DE,Germany,2016,,38.23
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,DE,Germany,2018,,48.69
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,DE,Germany,2020,,62.05
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,DE,Germany,2021,,70.83
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,DE,Germany,2023,,77.6
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_B,"Enterprises buying only basic CC services, at least one of: CC_PEM, CC_PSOFT, CC_PFIL, CC_PCPU",PC_ENT,Percentage of enterprises,DE,Germany,2021,,12.81
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_B,"Enterprises buying only basic CC services, at least one of: CC_PEM, CC_PSOFT, CC_PFIL, CC_PCPU",PC_ENT,Percentage of enterprises,DE,Germany,2023,,7.29
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_I,"Enterprises buying at most  intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM",PC_ENT,Percentage of enterprises,DE,Germany,2021,,5.31
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_I,"Enterprises buying at most  intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM",PC_ENT,Percentage of enterprises,DE,Germany,2023,,5.88
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_S,"Enterprises buying sophisticated CC services, at least one of: CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,DE,Germany,2021,,49.48
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_S,"Enterprises buying sophisticated CC services, at least one of: CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,DE,Germany,2023,,62.12
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_SI,"Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,DE,Germany,2021,,55.26
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_SI,"Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,DE,Germany,2023,,68.41
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,10-249,From 10 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2014,,26.95
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,10-249,From 10 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2015,,34.51
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,10-249,From 10 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2016,,35.24
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,10-249,From 10 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2018,,44.73
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,10-249,From 10 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2020,,50.1
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,10-249,From 10 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2021,,57.94
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,10-249,From 10 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2023,,62.41
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,10-249,From 10 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_B,"Enterprises buying only basic CC services, at least one of: CC_PEM, CC_PSOFT, CC_PFIL, CC_PCPU",PC_ENT,Percentage of enterprises,IE,Ireland,2021,,11.4
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,10-249,From 10 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_B,"Enterprises buying only basic CC services, at least one of: CC_PEM, CC_PSOFT, CC_PFIL, CC_PCPU",PC_ENT,Percentage of enterprises,IE,Ireland,2023,,9.66
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,10-249,From 10 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_I,"Enterprises buying at most  intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM",PC_ENT,Percentage of enterprises,IE,Ireland,2021,,8.79
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,10-249,From 10 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_I,"Enterprises buying at most  intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM",PC_ENT,Percentage of enterprises,IE,Ireland,2023,,10.75
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,10-249,From 10 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_S,"Enterprises buying sophisticated CC services, at least one of: CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,IE,Ireland,2021,,37.75
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,10-249,From 10 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_S,"Enterprises buying sophisticated CC services, at least one of: CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,IE,Ireland,2023,,41.53
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,10-249,From 10 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_SI,"Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,IE,Ireland,2021,,46.54
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,10-249,From 10 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_SI,"Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,IE,Ireland,2023,,52.28
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,2049-10-01 00:00:00,From 10 to 49 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2014,,25.25
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,2049-10-01 00:00:00,From 10 to 49 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2015,,31.72
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,2049-10-01 00:00:00,From 10 to 49 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2016,,32.45
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,2049-10-01 00:00:00,From 10 to 49 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2018,,42.36
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,2049-10-01 00:00:00,From 10 to 49 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2020,,47.39
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,2049-10-01 00:00:00,From 10 to 49 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2021,,55.97
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,2049-10-01 00:00:00,From 10 to 49 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2023,,59.43
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,2049-10-01 00:00:00,From 10 to 49 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_B,"Enterprises buying only basic CC services, at least one of: CC_PEM, CC_PSOFT, CC_PFIL, CC_PCPU",PC_ENT,Percentage of enterprises,IE,Ireland,2021,,11.34
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,2049-10-01 00:00:00,From 10 to 49 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_B,"Enterprises buying only basic CC services, at least one of: CC_PEM, CC_PSOFT, CC_PFIL, CC_PCPU",PC_ENT,Percentage of enterprises,IE,Ireland,2023,,10.01
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,2049-10-01 00:00:00,From 10 to 49 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_I,"Enterprises buying at most  intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM",PC_ENT,Percentage of enterprises,IE,Ireland,2021,,9.86
