STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,size_emp,Size classes in number of persons employed,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),indic_is,Information society indicator,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,2049-10-01 00:00:00,From 10 to 49 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_I,"Enterprises buying at most  intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM",PC_ENT,Percentage of enterprises,IE,Ireland,2023,,10.05
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,2049-10-01 00:00:00,From 10 to 49 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_S,"Enterprises buying sophisticated CC services, at least one of: CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,IE,Ireland,2021,,34.78
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,2049-10-01 00:00:00,From 10 to 49 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_S,"Enterprises buying sophisticated CC services, at least one of: CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,IE,Ireland,2023,,38.82
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,2049-10-01 00:00:00,From 10 to 49 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_SI,"Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,IE,Ireland,2021,,44.63
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,2049-10-01 00:00:00,From 10 to 49 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_SI,"Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,IE,Ireland,2023,,48.87
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,50-249,From 50 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2014,,35.99
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,50-249,From 50 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2015,,49.27
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,50-249,From 50 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2016,,50.05
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,50-249,From 50 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2018,,57.82
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,50-249,From 50 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2020,,64.95
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,50-249,From 50 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2021,,68.51
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,50-249,From 50 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2023,,79.08
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,50-249,From 50 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_B,"Enterprises buying only basic CC services, at least one of: CC_PEM, CC_PSOFT, CC_PFIL, CC_PCPU",PC_ENT,Percentage of enterprises,IE,Ireland,2021,,11.73
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,50-249,From 50 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_B,"Enterprises buying only basic CC services, at least one of: CC_PEM, CC_PSOFT, CC_PFIL, CC_PCPU",PC_ENT,Percentage of enterprises,IE,Ireland,2023,,7.73
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,50-249,From 50 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_I,"Enterprises buying at most  intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM",PC_ENT,Percentage of enterprises,IE,Ireland,2021,,3.06
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,50-249,From 50 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_I,"Enterprises buying at most  intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM",PC_ENT,Percentage of enterprises,IE,Ireland,2023,,14.66
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,50-249,From 50 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_S,"Enterprises buying sophisticated CC services, at least one of: CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,IE,Ireland,2021,,53.73
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,50-249,From 50 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_S,"Enterprises buying sophisticated CC services, at least one of: CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,IE,Ireland,2023,,56.69
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,50-249,From 50 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_SI,"Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,IE,Ireland,2021,,56.78
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,50-249,From 50 to 249 persons employed,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_SI,"Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,IE,Ireland,2023,,71.35
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2014,,27.6
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2015,,35.24
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2016,,36.08
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2018,,45.18
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2020,,50.9
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2021,,58.79
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2023,,63.1
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_B,"Enterprises buying only basic CC services, at least one of: CC_PEM, CC_PSOFT, CC_PFIL, CC_PCPU",PC_ENT,Percentage of enterprises,IE,Ireland,2021,,11.4
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_B,"Enterprises buying only basic CC services, at least one of: CC_PEM, CC_PSOFT, CC_PFIL, CC_PCPU",PC_ENT,Percentage of enterprises,IE,Ireland,2023,,9.57
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_I,"Enterprises buying at most  intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM",PC_ENT,Percentage of enterprises,IE,Ireland,2021,,8.85
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_I,"Enterprises buying at most  intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM",PC_ENT,Percentage of enterprises,IE,Ireland,2023,,10.71
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_S,"Enterprises buying sophisticated CC services, at least one of: CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,IE,Ireland,2021,,38.55
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_S,"Enterprises buying sophisticated CC services, at least one of: CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,IE,Ireland,2023,,42.37
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_SI,"Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,IE,Ireland,2021,,47.39
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE10,10 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_SI,"Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,IE,Ireland,2023,,53.07
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2014,,50.05
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2015,,58.23
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2016,,63.17
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2018,,61.39
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2020,,79.19
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2021,,86.79
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC,Buy cloud computing services used over the internet,PC_ENT,Percentage of enterprises,IE,Ireland,2023,,86.11
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_B,"Enterprises buying only basic CC services, at least one of: CC_PEM, CC_PSOFT, CC_PFIL, CC_PCPU",PC_ENT,Percentage of enterprises,IE,Ireland,2021,,11.34
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_B,"Enterprises buying only basic CC services, at least one of: CC_PEM, CC_PSOFT, CC_PFIL, CC_PCPU",PC_ENT,Percentage of enterprises,IE,Ireland,2023,,6.44
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_I,"Enterprises buying at most  intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM",PC_ENT,Percentage of enterprises,IE,Ireland,2021,,10.68
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_I,"Enterprises buying at most  intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM",PC_ENT,Percentage of enterprises,IE,Ireland,2023,,9.2
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_S,"Enterprises buying sophisticated CC services, at least one of: CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,IE,Ireland,2021,,64.77
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_S,"Enterprises buying sophisticated CC services, at least one of: CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,IE,Ireland,2023,,70.3
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_SI,"Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,IE,Ireland,2021,,75.45
dataflow,ESTAT:ISOC_CICCE_USE$DEFAULTVIEW(1.0),Cloud computing services by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_CC1_SI,"Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV",PC_ENT,Percentage of enterprises,IE,Ireland,2023,,79.5
